Cooling Rate	Total Wire Length
0.00500978	73.3473
0.00475929	72.3275
0.00452132	72.0204
0.00429526	72.0204
0.0040805	72.0204
0.00387647	72.0204
0.00368265	72.0204
0.00349851	72.0204
0.00332359	72.0204
0.00315741	72.0204
0.00299954	72.0204
0.00284956	69.6153
0.00270708	69.6153
0.00257173	69.6153
0.00244314	66.5667
0.00232099	66.5667
0.00220494	66.5667
0.00209469	66.5667
0.00198996	66.5667
0.00189046	66.5667
0.00179593	66.5667
0.00170614	66.0547
0.00162083	66.0547
0.00153979	66.0547
0.0014628	66.0547
0.00138966	66.0547
0.00132018	66.0547
0.00125417	66.0547
0.00119146	65.7382
0.00113189	65.7382
0.00107529	65.7382
0.00102153	65.7382
0.000970452	65.7382
0.000921929	65.7382
0.000875832	65.7382
0.000832041	65.7382
0.000790439	65.7382
0.000750917	65.7382
0.000713371	65.7382
0.000677702	65.7382
0.000643817	65.7382
0.000611626	65.7382
0.000581045	65.7382
0.000551993	65.7382
0.000524393	65.7382
0.000498174	65.7382
0.000473265	65.7382
0.000449602	65.7382
0.000427122	65.7382
0.000405766	65.7382
0.000385477	65.7382
0.000366203	65.7382
0.000347893	65.7382
0.000330499	65.7382
0.000313974	65.7382
0.000298275	65.7382
0.000283361	65.7382
0.000269193	65.7382
0.000255733	65.7382
0.000242947	65.7382
0.000230799	65.7382
0.000219259	65.7382
0.000208297	65.7382
0.000197882	65.7382
0.000187988	65.7382
0.000178588	65.1525
0.000169659	65.1525
0.000161176	65.1525
0.000153117	65.1525
0.000145461	65.1525
0.000138188	65.1525
0.000131279	65.1525
0.000124715	65.1525
0.000118479	65.1525
0.000112555	63.4335
0.000106927	63.4335
0.000101581	63.4335
9.65019e-005	63.4335
9.16769e-005	63.4335
8.7093e-005	62.7832
8.27384e-005	62.7832
7.86014e-005	62.7832
7.46714e-005	62.7832
7.09378e-005	62.7832
6.73909e-005	62.7832
6.40214e-005	62.7832
6.08203e-005	62.7832
5.77793e-005	61.7832
5.48903e-005	61.7832
5.21458e-005	61.7832
4.95385e-005	61.7832
4.70616e-005	61.7832
4.47085e-005	61.7832
4.24731e-005	61.7832
4.03494e-005	61.7832
3.8332e-005	61.3399
3.64154e-005	61.3399
3.45946e-005	61.3399
3.28649e-005	61.3399
3.12216e-005	61.1617
2.96605e-005	61.1617
2.81775e-005	61.1617
2.67686e-005	61.1617
2.54302e-005	61.1617
2.41587e-005	61.1617
2.29508e-005	61.1617
2.18032e-005	61.1617
2.07131e-005	61.1617
1.96774e-005	61.1617
1.86935e-005	61.1617
1.77589e-005	61.1617
1.68709e-005	61.1617
1.60274e-005	61.1617
1.5226e-005	61.1617
1.44647e-005	61.1617
1.37415e-005	61.1617
1.30544e-005	61.1617
1.24017e-005	61.1617
1.17816e-005	61.1617
1.11925e-005	61.1617
1.06329e-005	61.1617
1.01012e-005	61.1617
9.59618e-006	61.1617
9.11637e-006	61.1617
8.66055e-006	61.1617
8.22752e-006	61.1617
7.81615e-006	61.1617
7.42534e-006	61.1617
7.05407e-006	61.1617
6.70137e-006	61.1617
6.3663e-006	61.1617
6.04799e-006	61.1617
5.74559e-006	61.1617
5.45831e-006	61.1617
5.18539e-006	61.1617
4.92612e-006	61.1617
4.67982e-006	61.1617
4.44583e-006	61.1617
4.22353e-006	61.1617
4.01236e-006	61.1617
3.81174e-006	61.1617
3.62115e-006	61.1617
3.44009e-006	58.9995
3.26809e-006	58.9995
3.10469e-006	58.9995
2.94945e-006	58.9995
2.80198e-006	58.9995
2.66188e-006	58.9995
2.52879e-006	58.9995
2.40235e-006	58.9995
2.28223e-006	58.9995
2.16812e-006	58.3
2.05971e-006	58.3
1.95673e-006	58.3
1.85889e-006	58.3
1.76595e-006	58.3
1.67765e-006	58.3
1.59377e-006	58.3
1.51408e-006	58.3
1.43837e-006	58.3
1.36645e-006	58.3
0.95	58.3
